Compound ID,DOI,Uniprot,cell_line_assay,readout_assay,timepoint_assay,cell_lines_abstract,readouts_abstract,cell_lines_fulltext,readouts_fulltext,cell_lines_chembl,cell_line_best
4346,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4347,10.1021/acs.jmedchem.2c01665,P42229,KU812,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4347,10.1038/s41589-022-01248-4,P42229,KU812,degradation reporter,18.0,,,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4348,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4349,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4350,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4351,10.1021/acs.jmedchem.2c01665,P42229,KU812,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4351,10.1038/s41589-022-01248-4,P42229,KU812,degradation reporter,18.0,,,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4352,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4353,10.1021/acs.jmedchem.2c01665,P42229,KU812,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4353,10.1038/s41589-022-01248-4,P42229,KU812,degradation reporter,18.0,,,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4354,10.1021/acs.jmedchem.2c01665,P42229,SKNO1,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,SKNO1
4355,10.1021/acs.jmedchem.2c01665,P42229,KU812,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4355,10.1021/acs.jmedchem.2c01665,P42226,KU812,degradation reporter,18.0,acute myeloid leukemia (AML) cell lines,protein degradation,,,A549; HL60; MDA-MB-468; MOLM16,KU812
4355,10.1038/s41589-022-01248-4,P42229,KU812,degradation reporter,18.0,,,,,HCT-116; HCT116; HL-60; HL60; K562; MDA-MB-231; MDA-MB-468; MOLM-13; MOLM-14; MOLM16; MV4-11,KU812
4355,10.1038/s41589-022-01248-4,P51692,KU812,degradation reporter,18.0,,,,,MDA-MB-468; MV4-11; U2OS,KU812
4356,10.1021/acs.jmedchem.2c01843,P00918,,other,,HEK293,,,,,HEK293
4357,10.1021/acs.jmedchem.2c01843,P00918,,other,,HEK293,,,,,HEK293
4358,10.1021/acs.jmedchem.2c01843,P00918,,other,,HEK293,,,,,HEK293
4359,10.1021/acs.jmedchem.2c01843,P00918,HEK293,other,24.0,HEK293,,,,,HEK293
4360,10.1021/acs.jmedchem.2c01843,P00918,HEK293,other,24.0,HEK293,,,,,HEK293
4361,10.1021/acs.jmedchem.2c01843,P00918,HEK293,other,24.0,HEK293,,,,,HEK293
4362,10.1021/acs.jmedchem.2c01843,P00918,,,,HEK293,,,,,HEK293
4363,10.1021/acs.jmedchem.2c01843,P00918,,,,HEK293,,,,,HEK293
4364,10.1016/j.crchbi.2022.100029,Q06187,Mino,other,24.0,Mino; Jeko-1; Rec-R,degradation assay,,,HL-60; K562; Ramos,Mino
4365,10.1016/j.crchbi.2022.100029,Q06187,Mino,other,24.0,Mino; Jeko-1; Rec-R,degradation assay,,,HL-60; K562; Ramos,Mino
4366,10.1016/j.crchbi.2022.100029,Q06187,Mino,other,24.0,Mino; Jeko-1; Rec-R,degradation assay,,,HL-60; K562; Ramos,Mino
4367,10.1016/j.crchbi.2022.100029,Q06187,Mino,other,24.0,Mino; Jeko-1; Rec-R,degradation assay,,,HL-60; K562; Ramos,Mino
4368,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,other,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4369,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,other,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4370,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,other,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4371,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4372,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4373,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4374,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4375,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4376,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4377,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4378,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4379,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4380,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4381,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4382,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4383,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4384,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4385,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4386,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4387,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4388,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4389,10.1021/acs.jmedchem.2c01682,P30530,MDA-MB-231,degradation reporter,24.0,MDA-MB-231,degradation reporter,,,HEK293,MDA-MB-231
4390,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4391,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4392,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4393,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4394,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4395,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4396,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4397,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4398,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4399,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4400,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4401,10.1111/cas.15733,P08581,MKN-45,degradation reporter,48.0,MKN-45,,,,A549,MKN-45
4402,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4403,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4404,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4405,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4406,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4407,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4408,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4409,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4410,10.1111/cas.15733,P08581,MKN-45,other,72.0,MKN-45,,,,A549,MKN-45
4411,10.1021/acsami.2c20312,P15559,,other,,,,,,,
4412,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4412,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4413,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4413,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4414,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4414,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4415,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4415,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4416,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4416,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4417,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4417,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4418,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4418,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4419,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4419,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4420,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4420,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4421,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4421,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4422,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4422,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4423,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4423,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4424,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4424,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4425,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4425,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4426,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4426,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4427,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4427,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4428,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4428,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4429,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4429,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4430,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4430,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4431,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4431,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4432,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4432,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4433,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4433,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4434,10.1021/acsmedchemlett.2c00446,Q02750,A549,Western blot,24.0,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A549
4434,10.1021/acsmedchemlett.2c00446,P36507,A549,Western blot,24.0,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A549
4435,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4435,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4436,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4436,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4437,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4437,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4438,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4438,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4439,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4439,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4440,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4440,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4441,10.1021/acsmedchemlett.2c00446,Q02750,,,,A375; A549,Western blot; cell viability/proliferation assay,,,THP1,A375
4441,10.1021/acsmedchemlett.2c00446,P36507,,,,A375; A549,Western blot; cell viability/proliferation assay,,,HL-60,A375
4442,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4443,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4444,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4445,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4446,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4447,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4448,10.1016/j.ejmech.2022.115082,Q9UM73,H3122,other,24.0,H3122,,,,,H3122
4449,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4450,10.1016/j.ejmech.2022.115082,Q9UM73,,other,,H3122,,,,,H3122
4451,10.1016/j.bmc.2023.117153,P01116,,other,,,Western blot,,,A549; HCT116,
4452,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4453,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4454,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4455,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4456,10.1016/j.bmc.2023.117153,P01116,,other,,,Western blot,,,A549; HCT116,
4457,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4458,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4459,10.1016/j.bmc.2023.117153,P01116,,other,,,Western blot,,,A549; HCT116,
4460,10.1016/j.bmc.2023.117153,P01116,,other,,,Western blot,,,A549; HCT116,
4461,10.1016/j.bmc.2023.117153,P01116,,,,,Western blot,,,A549; HCT116,
4462,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4463,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4464,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4465,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4466,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4467,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4468,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4469,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4470,10.1021/acschembio.2c00797,O60885,,,,,,,,,
4471,10.1016/j.ejmech.2022.115072,P36969,HT1080,other,6.0,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4472,10.1016/j.ejmech.2022.115072,P36969,HT1080,other,6.0,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4473,10.1016/j.ejmech.2022.115072,P36969,HT1080,Western blot,6.0,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4474,10.1016/j.ejmech.2022.115072,P36969,HT1080,Western blot,6.0,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4475,10.1016/j.ejmech.2022.115072,P36969,,Western blot,,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4476,10.1016/j.ejmech.2022.115072,P36969,HT1080,Western blot,6.0,HT1080,,,,A549; HCT-116; HEK293T; MCF7; MDA-MB-231,HT1080
4477,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4478,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4479,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4480,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4481,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4482,10.1016/j.ejmech.2022.115027,Q8TBX8,,,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4483,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4484,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4485,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4486,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4487,10.1016/j.ejmech.2022.115027,Q8TBX8,Molt4,degradation reporter,6.0,,,,,HCT116; HEK293; HL-60; PC3; THP1,Molt4
4488,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4489,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4490,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4491,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4492,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4493,10.1016/j.ejmech.2022.115027,Q8TBX8,Molt4,Western blot,6.0,,,,,HCT116; HEK293; HL-60; PC3; THP1,Molt4
4494,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4495,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4496,10.1016/j.ejmech.2022.115027,Q8TBX8,,other,,,,,,HCT116; HEK293; HL-60; PC3; THP1,
4497,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4498,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4499,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4500,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4501,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4502,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4503,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4504,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4505,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4506,10.1016/j.bmc.2022.117134,O60885,MM.1S,Western blot,3.0,MM.1S; MV-4-11; MRC5,Western blot,,,,MM.1S
4507,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4508,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4509,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4510,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4511,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4512,10.1021/acs.jmedchem.2c01990,P43490,A2780,Western blot,24.0,A2780,,,,,A2780
4513,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4514,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4515,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4516,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4517,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4518,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4519,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4520,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4521,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4522,10.1021/acs.jmedchem.2c01990,P43490,A2780,degradation reporter,24.0,A2780,,,,,A2780
4523,10.3390/pharmaceutics14122829,P08581,,,,T47D; MDA-MB-231; SKBR3; HCC1954; MCF7,MTT assay; Western blot,,,A549,T47D
4524,10.3390/pharmaceutics14122829,P08581,,,,T47D; MDA-MB-231; SKBR3; HCC1954; MCF7,MTT assay; Western blot,,,A549,T47D
4525,10.3390/pharmaceutics14122829,P08581,,,,T47D; MDA-MB-231; SKBR3; HCC1954; MCF7,MTT assay; Western blot,,,A549,T47D
