TPD ID	Activity Type	Target Symbols	Target IDs	Cell Line	Activity
TPD-6JKJPB	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-666F1G	IC50_3	KRAS G12V	P01116	H441	≥10μM
TPD-8237O2	IC50_3	KRAS G12V	P01116	H441	≥10μM
TPD-JE0GJU	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-DTD9YP	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-C4IFOG	IC50_3	KRAS G12V	P01116	H441	≥10.0μM
TPD-16G5IO	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-FJJPY5	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-JGKEYW	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-IX5NQ3	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-BGLZ6F	IC50_3	KRAS G12V	P01116	H441	1.0μM≤x<3.0μM
TPD-5PZCT9	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-UHP7PD	IC50_3	KRAS G12V	P01116	H441	≥10.0μM
TPD-WD4HWE	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-T8X8TP	IC50_3	KRAS G12V	P01116	H441	1.0μM≤x<3.0μM
TPD-58OZ6D	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-1G7CZ7	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-QM36HU	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-LWM151	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-HDU8KA	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-P5WAL7	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-AROEIR	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-D6BQN2	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-QZHAET	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-G41Y9B	IC50_3	KRAS G12V	P01116	H441	≥10.0μM
TPD-G9B6NJ	IC50_3	KRAS G12V	P01116	H441	≥10.0μM
TPD-W0WZ8X	IC50_3	KRAS G12V	P01116	H441	3.0μM≤x<10.0μM
TPD-LF384X	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-VRY5VK	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-82B28C	IC50_3	KRAS G12V	P01116	H441	≥10μM
TPD-5OXU4U	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-4FFP8K	IC50_3	KRAS G12V	P01116	H441	<0.3μM
TPD-U6E20F	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-836LTU	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-D3OZVL	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-9X1YLZ	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-8BC4TH	IC50_3	KRAS G12V	P01116	H441	1.0μM≤x<3.0μM
TPD-W86CGB	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-VOKHS2	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-K8H6HP	IC50_3	KRAS G12V	P01116	H441	≥10μM
TPD-L12WVQ	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-8Y3A4W	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-2KW4AP	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-OVFSMD	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-QMSGH2	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-U30EXG	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-KR89CB	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-HVMU8E	IC50_3	KRAS G12V	P01116	H441	≥10μM
TPD-VNBACB	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-IGTKVZ	IC50_3	KRAS G12V	P01116	H441	3μM≤x<10.0μM
TPD-NSPKPD	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-D9SW7A	IC50_4	KRAS G12D	P01116	KLM-1	≥10μM
TPD-LI42K3	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-OBZI76	IC50_4	KRAS G12D	P01116	KLM-1	≥10μM
TPD-ZOYRZX	IC50_4	KRAS G12D	P01116	KLM-1	≥10μM
TPD-G11OBI	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-RNZWLE	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-FFH55M	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-MPIBLG	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-U3N2KA	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-28XF5J	IC50_4	KRAS G12D	P01116	KLM-1	≥10μM
TPD-BSSSQL	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-Q27B1D	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-BV0MW8	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-FDS5K6	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-V2G5E0	IC50_4	KRAS G12D	P01116	KLM-1	≥10μM
TPD-AK97PZ	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-OB83V9	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-EWJOFX	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-HTOA42	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-6JKJPB	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-666F1G	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-8237O2	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-JE0GJU	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-DTD9YP	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-C4IFOG	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-16G5IO	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-FJJPY5	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-JGKEYW	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-IX5NQ3	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-BGLZ6F	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-5PZCT9	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-UHP7PD	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-WD4HWE	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-T8X8TP	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-58OZ6D	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-1G7CZ7	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-QM36HU	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-LWM151	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-HDU8KA	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-P5WAL7	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-AROEIR	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-D6BQN2	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-QZHAET	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-G41Y9B	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-G9B6NJ	IC50_4	KRAS G12D	P01116	KLM-1	3.0μM≤x<10.0μM
TPD-W0WZ8X	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-LF384X	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-VRY5VK	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-82B28C	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-5OXU4U	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-4FFP8K	IC50_4	KRAS G12D	P01116	KLM-1	<0.3μM
TPD-U6E20F	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-836LTU	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-D3OZVL	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-9X1YLZ	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-8BC4TH	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-W86CGB	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-VOKHS2	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-K8H6HP	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-L12WVQ	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-8Y3A4W	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-2KW4AP	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-OVFSMD	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-QMSGH2	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-U30EXG	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-KR89CB	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-HVMU8E	IC50_4	KRAS G12D	P01116	KLM-1	3μM≤x<10.0μM
TPD-VNBACB	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-IGTKVZ	IC50_4	KRAS G12D	P01116	KLM-1	1.0μM≤x<3.0μM
TPD-NSPKPD	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-D9SW7A	IC50_5	KRAS G13D	P01116	MDAMB231	≥10μM
TPD-LI42K3	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-OBZI76	IC50_5	KRAS G13D	P01116	MDAMB231	≥10μM
TPD-ZOYRZX	IC50_5	KRAS G13D	P01116	MDAMB231	≥10μM
TPD-G11OBI	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-RNZWLE	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-FFH55M	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-MPIBLG	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-U3N2KA	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-28XF5J	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-BSSSQL	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-Q27B1D	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-BV0MW8	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-FDS5K6	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-V2G5E0	IC50_5	KRAS G13D	P01116	MDAMB231	≥10μM
TPD-AK97PZ	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-OB83V9	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-EWJOFX	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-HTOA42	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-6JKJPB	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-666F1G	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-8237O2	IC50_5	KRAS G13D	P01116	MDAMB231	3μM≤x<10.0μM
TPD-JE0GJU	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-DTD9YP	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-C4IFOG	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-16G5IO	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-FJJPY5	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-JGKEYW	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-IX5NQ3	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-BGLZ6F	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-5PZCT9	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-UHP7PD	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-WD4HWE	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-T8X8TP	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-58OZ6D	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-1G7CZ7	IC50_5	KRAS G13D	P01116	MDAMB231	3.0μM≤x<10.0μM
TPD-W0WZ8X	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-4FFP8K	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-8BC4TH	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-IGTKVZ	IC50_5	KRAS G13D	P01116	MDAMB231	1.0μM≤x<3.0μM
TPD-NSPKPD	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-D9SW7A	IC50_6	KRAS G13D	P01116	HCT-116	≥10μM
TPD-LI42K3	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-OBZI76	IC50_6	KRAS G13D	P01116	HCT-116	≥10μM
TPD-ZOYRZX	IC50_6	KRAS G13D	P01116	HCT-116	≥10μM
TPD-G11OBI	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-RNZWLE	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-FFH55M	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-MPIBLG	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-U3N2KA	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-28XF5J	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-BSSSQL	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-Q27B1D	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-BV0MW8	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-FDS5K6	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-V2G5E0	IC50_6	KRAS G13D	P01116	HCT-116	≥10μM
TPD-AK97PZ	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-OB83V9	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-EWJOFX	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-HTOA42	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-6JKJPB	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-666F1G	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-8237O2	IC50_6	KRAS G13D	P01116	HCT-116	3μM≤x<10.0μM
TPD-JE0GJU	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-DTD9YP	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-C4IFOG	IC50_6	KRAS G13D	P01116	HCT-116	3.0μM≤x<10.0μM
TPD-16G5IO	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-FJJPY5	IC50_6	KRAS G13D	P01116	HCT-116	3.0μM≤x<10.0μM
TPD-JGKEYW	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-IX5NQ3	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-BGLZ6F	IC50_6	KRAS G13D	P01116	HCT-116	0.3μM≤x<1.0μM
TPD-5PZCT9	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-UHP7PD	IC50_6	KRAS G13D	P01116	HCT-116	3.0μM≤x<10.0μM
TPD-WD4HWE	IC50_6	KRAS G13D	P01116	HCT-116	3.0μM≤x<10.0μM
TPD-T8X8TP	IC50_6	KRAS G13D	P01116	HCT-116	0.3μM≤x<1.0μM
TPD-58OZ6D	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-1G7CZ7	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-W0WZ8X	IC50_6	KRAS G13D	P01116	HCT-116	0.3μM≤x<1.0μM
TPD-4FFP8K	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-8BC4TH	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-IGTKVZ	IC50_6	KRAS G13D	P01116	HCT-116	1.0μM≤x<3.0μM
TPD-QM36HU	IC50_7	.	.	A549	≥10.0μM
TPD-LWM151	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-HDU8KA	IC50_7	.	.	A549	≥10.0μM
TPD-P5WAL7	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-AROEIR	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-D6BQN2	IC50_7	.	.	A549	≥10.0μM
TPD-QZHAET	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-G41Y9B	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-G9B6NJ	IC50_7	.	.	A549	3.0μM≤x<10.0μM
TPD-W0WZ8X	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-LF384X	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-VRY5VK	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-82B28C	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-5OXU4U	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-4FFP8K	IC50_7	.	.	A549	<0.3μM
TPD-U6E20F	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-836LTU	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-D3OZVL	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-9X1YLZ	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-8BC4TH	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-W86CGB	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-VOKHS2	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-K8H6HP	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-L12WVQ	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-8Y3A4W	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-2KW4AP	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-OVFSMD	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-QMSGH2	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-U30EXG	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-KR89CB	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-HVMU8E	IC50_7	.	.	A549	3μM≤x<10.0μM
TPD-VNBACB	IC50_7	.	.	A549	1.0μM≤x<3.0μM
TPD-F4M7CY	DC50	KRAS G12D	P01116	AGS	54nM
TPD-R66TBE	DC50	KRAS G12D	P01116	AGS	55nM
TPD-7ZHOU5	DC50	KRAS G12D	P01116	AGS	20nM
TPD-1EL1DC	DC50	KRAS G12D	P01116	AGS	29nM
TPD-BJDZ82	DC50	KRAS G12D	P01116	AGS	21nM
TPD-WPMMAJ	DC50	KRAS G12D	P01116	AGS	24nM
TPD-K4N2GI	DC50	KRAS G12D	P01116	AGS	83nM
TPD-79X3KH	DC50	KRAS G12D	P01116	AGS	72nM
TPD-Y988UK	DC50	KRAS G12D	P01116	AGS	24nM
TPD-H5YY14	DC50	KRAS G12D	P01116	AGS	40nM
TPD-VV1Q36	DC50	KRAS G12D	P01116	AGS	52nM
TPD-XJ3ZX9	DC50	KRAS G12D	P01116	AGS	52nM
TPD-ZNFO4E	DC50	KRAS G12D	P01116	AGS	68nM
TPD-47BV24	DC50	KRAS G12D	P01116	AGS	70nM
TPD-GVUFF9	DC50	KRAS G12D	P01116	AGS	51nM
TPD-F4M7CY	IC50	KRAS G12D	P01116	AGS	57nM
TPD-G1Z56S	IC50	KRAS G12D	P01116	AGS	331nM
TPD-L47RKZ	IC50	KRAS G12D	P01116	AGS	186nM
TPD-94BGAP	IC50	KRAS G12D	P01116	AGS	1612nM
TPD-SS644U	IC50	KRAS G12D	P01116	AGS	169nM
TPD-LVN80C	IC50	KRAS G12D	P01116	AGS	268nM
TPD-X0HM62	IC50	KRAS G12D	P01116	AGS	68nM
TPD-RX06NR	IC50	KRAS G12D	P01116	AGS	394nM
TPD-20NR5F	IC50	KRAS G12D	P01116	AGS	232nM
TPD-813U34	IC50	KRAS G12D	P01116	AGS	135nM
TPD-EV0F8L	IC50	KRAS G12D	P01116	AGS	1558nM
TPD-DE9VNB	IC50	KRAS G12D	P01116	AGS	1584nM
TPD-BEVOYG	IC50	KRAS G12D	P01116	AGS	39nM
TPD-BLP2CL	IC50	KRAS G12D	P01116	AGS	1748nM
TPD-ZGRRXX	IC50	KRAS G12D	P01116	AGS	27nM
TPD-YFPTTE	IC50	KRAS G12D	P01116	AGS	372nM
TPD-6FD2Z6	IC50	KRAS G12D	P01116	AGS	48nM
TPD-LUSJ2N	IC50	KRAS G12D	P01116	AGS	778nM
TPD-N6L5ID	IC50	KRAS G12D	P01116	AGS	89nM
TPD-XFI7BH	IC50	KRAS G12D	P01116	AGS	88nM
TPD-6RP6W0	IC50	KRAS G12D	P01116	AGS	268nM
TPD-R66TBE	IC50	KRAS G12D	P01116	AGS	76nM
TPD-R8R6XF	IC50	KRAS G12D	P01116	AGS	60nM
TPD-2NL1UW	IC50	KRAS G12D	P01116	AGS	73nM
TPD-7ZHOU5	IC50	KRAS G12D	P01116	AGS	22nM
TPD-1EL1DC	IC50	KRAS G12D	P01116	AGS	43nM
TPD-HM6W6O	IC50	KRAS G12D	P01116	AGS	60nM
TPD-BJDZ82	IC50	KRAS G12D	P01116	AGS	24nM
TPD-JAMQBD	IC50	KRAS G12D	P01116	AGS	71nM
TPD-366O8K	IC50	KRAS G12D	P01116	AGS	109nM
TPD-29T0MG	IC50	KRAS G12D	P01116	AGS	139nM
TPD-0YUVIW	IC50	KRAS G12D	P01116	AGS	154nM
TPD-WPMMAJ	IC50	KRAS G12D	P01116	AGS	14nM
TPD-4BR8ES	IC50	KRAS G12D	P01116	AGS	226nM
TPD-6M7BG8	IC50	KRAS G12D	P01116	AGS	276nM
TPD-6LCM2Z	IC50	KRAS G12D	P01116	AGS	1229nM
TPD-1JOUH8	IC50	KRAS G12D	P01116	AGS	74nM
TPD-F20NC8	IC50	KRAS G12D	P01116	AGS	91nM
TPD-WB8QYT	IC50	KRAS G12D	P01116	AGS	115nM
TPD-P6XBS9	IC50	KRAS G12D	P01116	AGS	50nM
TPD-FCBUOW	IC50	KRAS G12D	P01116	AGS	154nM
TPD-HW45LS	IC50	KRAS G12D	P01116	AGS	70nM
TPD-6G5Y2A	IC50	KRAS G12D	P01116	AGS	87nM
TPD-K4N2GI	IC50	KRAS G12D	P01116	AGS	44nM
TPD-FRRPWL	IC50	KRAS G12D	P01116	AGS	61nM
TPD-853IKS	IC50	KRAS G12D	P01116	AGS	232nM
TPD-B7KGIF	IC50	KRAS G12D	P01116	AGS	54nM
TPD-H4T2XN	IC50	KRAS G12D	P01116	AGS	238nM
TPD-VA8YJZ	IC50	KRAS G12D	P01116	AGS	118nM
TPD-ANKZYK	IC50	KRAS G12D	P01116	AGS	578nM
TPD-KEZDZZ	IC50	KRAS G12D	P01116	AGS	183nM
TPD-79X3KH	IC50	KRAS G12D	P01116	AGS	51nM
TPD-Y988UK	IC50	KRAS G12D	P01116	AGS	35nM
TPD-H5YY14	IC50	KRAS G12D	P01116	AGS	18nM
TPD-N6OMXV	IC50	KRAS G12D	P01116	AGS	26nM
TPD-1Y6FMW	IC50	KRAS G12D	P01116	AGS	30nM
TPD-7O6232	IC50	KRAS G12D	P01116	AGS	55nM
TPD-2BY7NO	IC50	KRAS G12D	P01116	AGS	69nM
TPD-UT12FW	IC50	KRAS G12D	P01116	AGS	96nM
TPD-VV1Q36	IC50	KRAS G12D	P01116	AGS	46nM
TPD-7KXNSY	IC50	KRAS G12D	P01116	AGS	60nM
TPD-XXN411	IC50	KRAS G12D	P01116	AGS	64nM
TPD-XEGMG8	IC50	KRAS G12D	P01116	AGS	52nM
TPD-XJ3ZX9	IC50	KRAS G12D	P01116	AGS	50nM
TPD-ZNFO4E	IC50	KRAS G12D	P01116	AGS	29nM
TPD-47BV24	IC50	KRAS G12D	P01116	AGS	69nM
TPD-GVUFF9	IC50	KRAS G12D	P01116	AGS	61nM
TPD-A226TO	IC50	KRAS G12D	P01116	AGS	91nM
TPD-2KITBN	Degradation(200nM)	HDAC8	Q9BY41	A549	31.00%
TPD-2KITBN	Degradation(2μM)	HDAC8	Q9BY41	A549	70.20%
TPD-I0M336	IC50	HPK1	Q92918	Jurkat	100nM≤x<500nM
TPD-BZC2K6	IC50	HPK1	Q92918	Jurkat	<100nM
TPD-6SYOGC	IC50	HPK1	Q92918	Jurkat	100nM≤x<500nM
TPD-M54695	IC50	HPK1	Q92918	Jurkat	<100nM
TPD-OHCQDJ	IC50	HPK1	Q92918	Jurkat	<100nM
